especie_id;fruta_id
ac4815f0-f65b-48af-96c1-058cc37daa40;b58089ad-bee7-417f-bc20-6fa2c0e0e67a
07328046-7736-4ee7-922a-2a6cd17ea254;3603cb10-1820-4a14-aee2-4d73765a8887
c1e36abf-d521-4375-90b0-9ad89a29bc88;c7f1dea8-1425-44d4-aac8-131acc040df7
eaccf127-476e-431c-b8d7-0d6c704ea3fe;64c91beb-f416-46da-bbd8-ce7786298900
c0093c40-9c10-4174-9caa-8d6a899a91c4;92ce0a9b-0ba6-41eb-a22f-f07e46b374bf
1f3d6bb6-b6d4-49fa-9269-aa5a2ba1a87c;a9f7d3f6-e304-4192-b8c7-9a74aed2a618
aea56836-9ba4-4629-9a8a-4b2b50ba7fe8;43fdea94-91f0-4773-873e-0eda865ae3a2
524a1eb8-393d-41c2-8c3b-5bcde3a35f4f;18d59241-41ff-4a34-8fbd-515d2ec7d87b
