id;nombre;clase_id
f4850da6-5ec3-40d3-888c-039e9a423c8b;Myrtales;6ac605a0-07fd-4780-b13f-d17f4ed5ec0a
a03b41f4-9ea3-430f-b6a5-2629cb4b4271;Sapindales;6ac605a0-07fd-4780-b13f-d17f4ed5ec0a
e3dc55fb-bb32-4e8e-a996-5e77a9f7432a;Malpighiales;6ac605a0-07fd-4780-b13f-d17f4ed5ec0a
b5dd47d6-dbc1-4dac-8e5b-64a3ee924e93;Malvales;6ac605a0-07fd-4780-b13f-d17f4ed5ec0a
c1892fd1-a08b-4f44-b9db-e83dba204304;Laurales;6ac605a0-07fd-4780-b13f-d17f4ed5ec0a
556fd280-23a9-4871-9467-c91bf7b220c7;Zingiberales;ac7ec36b-6f23-4591-b487-cb93dd3653e4
