id;nombre;division_id
6ac605a0-07fd-4780-b13f-d17f4ed5ec0a;Magnoliopsida;21663efa-5cdd-4646-b38c-7c821da075cb
ac7ec36b-6f23-4591-b487-cb93dd3653e4;Liliopsida;21663efa-5cdd-4646-b38c-7c821da075cb
